,id,track_name,size_bytes,ver,prime_genre,ipadSc_urls.num,price
3003,919097064,Toca Boo,216041472,1,Education,5,2.99
3006,919395844,The Survivor: Rusty Forest,342490112,1,Games,5,0.99
3008,919701578,ContactsXL 2016,4557824,2,Productivity,1,0.99
3009,919968216,Odd Bot Out,12656640,1,Games,5,3.99
3010,920007273,Sago Mini Fairy Tales,187934720,1,Education,5,2.99
3012,920133658,Anatomy & Physiology: Body Structures and Function,1758696448,4,Medical,5,34.99
3013,920160643,Doc McStuffins: Mobile Clinic Rescue,297351168,1,Games,5,2.99
3014,920480909,Baum,349646848,1,Games,5,1.99
3018,921447306,Kindergarten Sight Words : High Frequency Words to Increase English Reading Fluency,61987840,2,Education,5,2.99
3019,921852522,Bean Dreams,71748608,4,Games,5,0.99
3021,921954809,Craft The World - Pocket Edition,330018816,1,Games,5,4.99
3023,922188121,My PlayHome School,206561280,3,Entertainment,4,2.99
3024,922199867,Wild Horse Simulator,78684160,1,Games,5,0.99
3025,922281347,Cheetah Simulator,106536960,1,Games,5,0.99
3026,922304974,Cycloramic for iPhone 6/6S (Not the 6+/6S+),32371712,1,Photo & Video,1,1.99
3027,922380267,Space Age: A Cosmic Adventure,85868544,1,Games,5,1.99
3033,923555295,Oddworld: Stranger's Wrath,1190330368,1,Games,5,2.99
3034,923760656,Radiation Island,1537737728,1,Games,5,2.99
3035,923772792,Sentinels of the Multiverse,913693696,2,Games,5,6.99
3037,923873989,CreamCam+ auto selfie enhancer,47947776,4,Photo & Video,3,1.99
3041,924058967,My Little Pony: Trick or Treat,81508352,1,Book,5,2.99
3043,924438909,"ProShot - RAW, DSLR Controls & Video",5897216,3,Photo & Video,2,3.99
3045,924455599,Fragment's Note Memories -Fragment's Note公式資料集アプリ-,511918080,1,Book,5,4.99
3046,924491991,Cesium Music Player,5883904,3,Music,0,1.99
3050,924695435,Pixelmator,132711424,2,Photo & Video,5,4.99
3051,924826403,The Swords,48083968,1,Games,5,1.99
3052,925056174,Aeris Pulse Weather,30896128,1,Weather,0,0.99
3054,925209077,DuckTales: Remastered,1070424064,1,Games,5,4.99
3055,925242723,戦国乙女〜剣戟に舞う白き剣聖〜西国参戦編,1338712064,1,Games,0,11.99
3057,925494667,Papa's Pizzeria To Go!,60056576,1,Games,0,0.99
3058,925547937,Train Drive ATS 2,147553280,2,Games,5,6.99
3059,925770322,Haunted Manor 2 - The Horror behind the Mystery - FULL (Christmas Edition),313634816,1,Games,5,2.99
3062,926105977,Ohajiki Web Browser,45042688,2,Health & Fitness,4,2.99
3063,926159169,myHAC - Home Access Center,13446144,1,Education,0,2.99
3065,926366251,Elf Pets® Virtual Reindeer – The Elf on the Shelf®,376027136,2,Games,5,0.99
3066,926541293,GraphModeling,589824,1,Education,1,0.99
3070,927568927,Fear For Sale: Nightmare Cinema HD - A Mystery Hidden Object Game (Full),1672032256,1,Games,4,6.99
3071,927569248,Fear For Sale: Nightmare Cinema - A Mystery Hidden Object Game (Full),1671360512,1,Games,0,2.99
3072,927823151,Pro HDR X,1953792,1,Photo & Video,4,1.99
3075,928579927,"GameDay Pro Football Radio - Live Games, Scores, Highlights, News, Stats, and Schedules",18788352,3,Sports,0,1.99
3076,928927353,Labo Halloween Car(4+),62780416,1,Games,5,1.99
3080,930026670,Enlight,127879168,1,Photo & Video,5,3.99
3081,930304174,Scary Doll,16478208,1,Games,1,3.99
3089,930868205,Haunt the House: Terrortown,192302080,1,Games,5,1.99
3091,931201696,ProTube for YouTube,28517376,2,Entertainment,5,3.99
3093,932191687,KORG Module,1385491456,2,Music,5,39.99
3095,932236332,"Todo Number Matrix: Brain teasers, logic puzzles, and mathematical reasoning for kids",41566208,1,Education,5,0.99
3096,932248553,Piloteer,276369408,1,Games,5,2.99
3099,932389062,Give It Up!,137146368,1,Games,5,0.99
3100,932441611,TruckSimulation 16,1464656896,1,Games,5,0.99
3106,932747118,Shadowrocket,20136960,2,Utilities,5,2.99
3111,933189224,Astrå,215661568,1,Games,5,0.99
3112,933199580,Zodiac: Orcanon Odyssey,1429069824,0,Games,3,4.99
3113,933227208,"Don't Die, Mr. Robot!",57417728,1,Games,5,0.99
3114,933236570,The Trace: Murder Mystery Game - Analyze evidence and solve the criminal case,278077440,1,Games,5,3.99
3115,933350763,Flewn,534294528,1,Book,4,2.99
3116,933462805,The World II Hunting BOSS,538394624,1,Games,5,0.99
3117,933471941,Griffin Simulator,105254912,1,Games,5,0.99
3124,934484238,Adventure Time Game Wizard - Draw Your Own Adventure Time Games,1218220032,1,Games,5,4.99
3125,934510730,Astropad Standard,25945088,2,Productivity,5,29.99
3126,934540991,PAW Patrol Draw & Play HD,557006848,1,Education,5,3.99
3129,935216956,"Papers, Please",51179520,1,Games,5,7.99
3130,935248296,Heroes of Normandie,1486648320,1,Games,5,14.99
3131,935306292,Sync Solver for Fitbit,14583808,2,Health & Fitness,0,2.99
3132,935528099,MUSYNX,1274243072,1,Games,5,0.99
3133,935559685,Clipstro Golf - Swing trajectory visualization,18195456,1,Sports,1,3.99
3134,935566920,Polar Bear Simulator,116490240,1,Games,5,0.99
3136,935623257,infltr - Infinite Filters,132298752,2,Photo & Video,5,1.99
3138,935754064,Duet Display,30325760,1,Productivity,5,9.99
3139,936749679,Boulder Dash® 30th Anniversary™ Premium,79798272,2,Games,4,4.99
3140,936966570,Simple Machines by Tinybop,463391744,1,Education,5,2.99
3143,937166097,The Survival Games 2 : Mini Game With Worldwide Multiplayer,248512512,1,Games,5,0.99
3144,937236311,YeahKeys - Customize your keyboard,20318208,3,Utilities,1,2.99
3145,937255144,Pulling USA,173531136,1,Games,5,1.99
3146,937258914,WonderCat Adventures,74878976,1,Games,5,2.99
3149,937580024,シンデレラブレイド2,2943549440,1,Games,1,12.99
3150,937616953,Cloud Video Player Pro - Play Videos from Cloud,52418560,2,Photo & Video,5,2.99
3153,937793199,Ref Guide for Essential Oils,38311936,1,Health & Fitness,1,6.99
3155,937976391,Heads Up! Kids,102524928,2,Games,0,0.99
3158,938099257,Santa Calls You,50864128,1,Entertainment,0,0.99
3162,938571723,Pastel Keyboard Themes Extension - 100+ Cute Color,151986176,2,Utilities,5,0.99
3167,940006911,Agent A: A puzzle in disguise,239047680,3,Games,5,2.99
3168,940202798,Dirt Trackin,341243904,4,Games,1,2.99
3170,940249281,Halo: Spartan Strike,802975744,1,Games,5,2.99
3173,940314673,A Florist,1814528,1,Lifestyle,2,0.99
3175,940397955,The Snowman & The Snowdog Game,105910272,1,Games,5,1.99
3179,940595599,Galactic Nemesis,52578304,1,Games,4,0.99
3181,941057494,Love You To Bits,370935808,1,Games,5,3.99
3184,941143328,Five Nights at Freddy's 2,37310464,1,Games,5,2.99
3185,941380906,Attack the Light - Steven Universe Light RPG,312962048,1,Games,5,2.99
3188,941920716,oh my giraffe,10219520,1,Games,4,1.99
3191,942003779,Sneaky Sneaky,491360256,1,Games,5,2.99
3194,942473930,Paper Monsters Recut,395749376,1,Games,5,0.99
3195,942480934,The Collider 2,420882432,1,Games,5,1.99
3197,942766453,Twilight Struggle,267043840,1,Games,5,9.99
3198,942990867,My Om Nom,211459072,1,Games,5,4.99
3199,943101317,Small Town Terrors: Galdor's Bluff HD - A Magical Hidden Object Mystery (Full),555175936,1,Games,5,6.99
3200,943116454,Small Town Terrors: Galdor's Bluff - A Magical Hidden Object Mystery (Full),555134976,1,Games,0,2.99
3201,943419894,Dictator: Revolt,147761152,1,Games,5,0.99
3205,943594558,SpongeBob Bubble Party,126418944,1,Games,5,0.99
3207,943837049,Around The World in 80 Days - Hidden Object Games,97043456,3,Games,5,1.99
3208,943869618,Toca Kitchen 2,112056320,1,Education,5,2.99
3210,944165809,Kaiser 64,34856960,1,Games,4,0.99
3211,944244620,Santa Spy Cam! I Caught Santa!,21561344,2,Games,0,0.99
3213,944644383,Aftercut : Background Eraser & Easy Photo Editor,99231744,3,Photo & Video,5,1.99
3214,944646397,ペットとあそぼ！- 声を選んで写真がしゃべる、しりとりゲームおしゃべりペット！犬・猫好き癒し系アプリ,8593408,1,Entertainment,2,0.99
3215,944693166,MobileData - Mobile data usage with Today Widget,17748992,1,Utilities,4,0.99
3216,944808246,Snow Leopard Simulator,106881024,1,Games,5,0.99
3217,944808252,Stray Dog Simulator,127668224,1,Games,5,0.99
3220,945177811,Hyena Simulator,156360704,1,Games,5,0.99
3222,945402023,Peg + Cat's Tree Problem,554023936,2,Education,5,2.99
3232,946434924,Aerofly FS 2 Flight Simulator,2634030080,2,Games,5,2.99
3233,946477821,Evoland,72448000,1,Games,5,4.99
3237,946903436,I am Bread,1084654592,1,Games,4,4.99
3238,946930094,FineScanner Pro - PDF Document Scanner App + OCR,63974400,6,Business,5,59.99
3239,947039079,Killer Clown Scare Prank,9056256,1,Entertainment,0,0.99
3241,947402822,Galaxy Trucker Pocket,118829056,2,Games,0,4.99
3243,947548754,Paul Pixel - The Awakening,107995136,1,Games,5,1.99
3244,947624478,Fix My Car: Garage Wars - Furious Street Mechanic!,83590144,3,Games,5,1.99
3247,947824428,Hydra - Amazing Photography,16631808,1,Photo & Video,1,4.99
3249,948090890,MoonCatcher,8497152,1,Photo & Video,0,0.99
3251,948478740,MacID,6208512,1,Utilities,5,3.99
3253,948618479,Women's Health 100 Tage Training ohne Geräte,39852032,1,Health & Fitness,0,0.99
3255,948715059,Venture Kid,27722752,1,Games,5,0.99
3258,948805709,SpongeBob: Sponge on the Run,171291648,1,Games,5,3.99
3259,948857526,Transistor,2414573568,1,Games,5,4.99
3260,948861271,Owl Simulator,104480768,1,Games,5,0.99
3261,948958859,SpongeBob's Game Frenzy,466039808,1,Games,4,2.99
3263,949215818,Azerrz Sounds,106823680,1,Entertainment,0,0.99
3271,949838009,Dreamdays: Count Down to the Days that Matter,52049920,1,Utilities,0,0.99
3275,950130103,Panther Simulator,138006528,1,Games,5,0.99
3276,950279845,"Questerium: Sinister Trinity, Collector's Edition HD (Full)",1176809472,1,Games,5,6.99
3277,950299949,Riff Racer: Race Your Music,403729408,1,Games,4,0.99
3278,950335311,Ulysses,97912832,2,Productivity,5,24.99
3279,950386914,Sweet Shop,80953344,1,Games,5,0.99
3281,950519698,VivaVideo PRO Best Video Editor & Movie Maker HD,135152640,5,Photo & Video,0,2.99
3284,950593464,Dr. Panda's Ice Cream Truck,205928448,1,Education,4,1.99
3288,950812012,Alto's Adventure,128664576,1,Games,5,4.99
3289,950823223,Whispering Willows,1595742208,1,Games,5,4.99
3291,950955524,Card Crawl,147526656,2,Games,5,2.99
3293,951177560,Dark Echo,92751872,1,Games,5,1.99
3295,951350964,Bachify,98627584,1,Photo & Video,0,1.99
3300,951627022,Scanner App by Photomyne: Scan & Auto-Crop Photos,71397376,5,Photo & Video,5,1.99
3305,951876055,Kiwake Alarm Clock - Take back your mornings,57243648,2,Lifestyle,0,2.99
3307,951971414,TankTrouble - Mobile Mayhem,19456000,1,Games,5,1.99
3308,952549036,SOUND Canvas,73953280,1,Music,3,19.99
3309,952553927,パチスロ黄門ちゃま 喝,1637367808,1,Games,0,14.99
3310,952555810,Ski Safari 2,223045632,1,Games,4,0.99
3313,952632588,Export Messages - Save Print Backup Recover Text SMS iMessages,8663040,1,Entertainment,0,4.99
3315,952658953,Her Story,1881128960,1,Games,4,2.99
3320,952929696,Furdemption - A Quest For Wings,38349824,1,Games,4,2.99
3322,953086535,Cryptomator - Cloud Storage Encryption,33991680,1,Productivity,5,4.99
3323,953230894,Odd Squad: Blob Chase,485670912,2,Education,5,1.99
3324,953426154,Be Focused Pro - Focus timer & Goal Tracker,45358080,1,Productivity,5,1.99
3328,953876014,Sabertooth Tiger Simulator,122327040,1,Games,5,0.99
3333,953946902,Divide By Sheep,153575424,1,Games,4,2.99
3334,953953312,Video Saver & Uploader-Save & Upload your Photo&Movie,11715584,1,Photo & Video,5,0.99
3337,954323480,Minesweeper - Widget Edition,1126400,1,Games,4,0.99
3339,954549897,Fear For Sale: The 13 Keys HD - A Scary Hidden Object Mystery (Full),1591455744,1,Games,5,6.99
3340,954724812,同花顺至尊版,126493696,10,Finance,0,0.99
3342,955102484,Unblue,3767296,1,Productivity,2,2.99
3346,955266964,Create Musical Vids - Dubsmash & Musical.ly Edition - Record yourself saying the best sounds,20520960,1,Entertainment,2,1.99
3348,955290679,Domino Drop,43565056,1,Games,5,1.99
3349,955298998,Pursuit of Light,33284096,1,Games,5,0.99
3354,955832188,Baby Cries Translator,16435200,2,Health & Fitness,0,2.99
3357,956373528,The Lost Heir: The Fall of Daria,47482880,1,Games,5,2.99
3358,956794130,"""HOOK""",76611584,1,Games,5,0.99
3359,956811074,Carbo - Handwriting in the Digital Age,55131136,1,Productivity,5,7.99
3360,957124541,Tsuro - The Game of the Path,104660992,1,Games,4,2.99
3363,957302048,Battle Supremacy: Evolution,1114858496,1,Games,5,4.99
3370,958455860,CHAOS RINGS Ⅲ,1731159040,1,Games,5,19.99
3371,958604518,Lumino City,2441955328,2,Games,5,4.99
3372,958635569,メンタルリープのアプリ：ワンダーウィーク（旧：ワンダーウィークス）,33554432,6,Health & Fitness,5,1.99
3376,958848462,GAROU: MARK OF THE WOLVES,136425472,1,Games,5,3.99
3381,959304067,Falcon Simulator,170082304,1,Games,5,0.99
3383,959390742,Snail Bob 2 Deluxe,460804096,1,Games,5,2.99
3384,959451726,ごちうさアラーム～チノ編～,18604032,1,Entertainment,0,5.99
3385,959452391,Runestone Keeper,190766080,1,Games,5,2.99
3386,959469304,FATAL FURY SPECIAL,85696512,1,Games,5,3.99
3390,959801877,Block Party : Mini Game With Worldwide Multiplayer,95862784,1,Games,5,0.99
3392,959954514,Progress to 100,98574336,1,Games,5,0.99
3394,960128616,Plug for Minecraft PE,14828544,3,Games,5,2.99
3400,960716999,Noizio,31550464,1,Music,3,1.99
3401,960744514,The Mesh,102760448,1,Games,4,1.99
3403,961339405,Prison Life RPG,100126720,1,Games,5,3.99
3404,961390574,CARROT Weather - Talking Forecast Robot,57446400,3,Weather,5,3.99
3406,961648591,Transformers Rescue Bots: Dino Island,87120896,1,Book,5,2.99
3409,961889853,Get 'Em,719419392,1,Games,5,0.99
3410,961932335,Analog Tokyo,18935808,1,Photo & Video,5,0.99
3411,962056217,Spring Cleaning 2,761856,1,Productivity,0,0.99
3412,962084488,Burly Men at Sea,208705536,1,Games,5,4.99
3419,962566898,Evil Minds: Dirty Charades!,123353088,1,Games,1,0.99
3421,962713931,Ys Chronicles 1,450259968,1,Games,5,4.99
3427,963034692,Streaks,66332672,2,Productivity,0,3.99
3431,963093508,Dragon Hills,175003648,1,Games,5,1.99
3432,963477453,Egz – The Origin of the Universe,200281088,1,Games,5,3.99
3433,963570332,SmartForm - 見積書・納品書・請求書・領収書作成ソフトの新定番！,18051072,1,Business,1,5.99
3442,964743113,LOOPIMAL by YATATOY,58019840,1,Education,4,3.99
3446,965096605,Legend of Grimrock,1215169536,1,Games,5,4.99
3447,965114347,Farming PRO 2015,142140416,2,Games,5,1.99
3449,965226033,21 Days Metabolic Diet,13816832,1,Health & Fitness,1,2.99
3450,965474816,Baby Pics - pregnancy & baby milestone photos,188807168,2,Photo & Video,5,2.99
3451,965552611,AO Creator - Creator for Pokémon,87649280,1,Utilities,0,6.99
3453,965622173,Final Guitar - absolute guitar app,52610048,2,Music,0,0.99
3457,966030326,KORG iM1,95298560,1,Music,5,29.99
3458,966038711,Blackthorn Castle,113778688,1,Games,5,2.99
3459,966057213,Focus To-Do: The Best Focus Timer for Work & Study,42187776,3,Productivity,5,0.99
3461,966169065,Knotmania,30010368,1,Games,5,2.99
3468,967082741,Devious Dungeon 2,114266112,1,Games,5,2.99
3472,967383325,Doom & Destiny Advanced,114073600,2,Games,5,2.99
3474,967502646,Air Display 3,60604416,3,Utilities,4,9.99
3475,967624193,Noodles!,30650368,1,Games,5,1.99
3476,967812288,Rush Rally 2,161444864,1,Games,5,0.99
3482,968591710,ACDSee Pro,105525248,3,Photo & Video,5,6.99
3488,968999008,Goat Simulator GoatZ,408956928,1,Games,5,4.99
3491,969211750,Stray Cat Simulator,170766336,1,Games,5,0.99
3493,969264934,Imbroglio,40808448,1,Games,3,3.99
3496,969447496,Xenowerk,160539648,1,Games,5,0.99
3500,969592391,My Friend Scooby-Doo!,600293376,1,Entertainment,5,2.99
3502,969961138,HoPiKo,84405248,1,Games,4,1.99
3503,970021572,Adventures of Poco Eco - Lost Sounds: Experience Music and Animation Art in an Indie Game,966435840,1,Games,5,3.99
3506,970202342,Solitairica,207793152,1,Games,5,3.99
3507,970389374,A high resolution music player - NePLAYER,21928960,2,Music,3,14.99
3508,970416885,New Emoji - Extra Emoji Stickers,93091840,2,Utilities,5,1.99
3510,970421850,rop,21389312,3,Games,5,0.99
3513,971186665,Into Light,454002688,1,Games,5,0.99
3514,971215921,Splendor™,130527232,2,Games,5,2.99
3515,971231853,Cosmic-Watch,178203648,1,Education,5,4.99
3518,971304016,Lara Croft GO,1176644608,2,Games,5,4.99
3519,971329287,Sago Mini Boats,119345152,1,Education,5,2.99
3521,971608996,Submerged: Miku and the Sunken City,445100032,1,Games,5,4.99
3524,971788369,Galactic Keep,518226944,1,Games,5,3.99
3525,972003056,City Cars Adventures by BUBL,175301632,2,Education,5,2.99
3527,972319818,Prune,105950208,1,Games,5,3.99
3529,972387337,Scrivener,13418496,1,Productivity,5,19.99
3531,972426013,Filters for iPhone and iPad,91374592,3,Photo & Video,5,1.99
3536,972657175,Severed,236545024,1,Games,5,2.99
3542,973113361,Rummikub®,168663040,3,Games,5,2.99
3547,973482987,Five Nights at Freddy's 3,47722496,1,Games,4,2.99
3551,974022309,( OFFTIME ) light – Track how much you use your phone & Digital Detox and unplug to focus,28471296,2,Health & Fitness,0,2.99
3552,974092051,Blackwell 4: Deception,646467584,1,Games,5,3.99
3555,974530923,Laundry Day - Care Symbol Reader,14903296,1,Productivity,0,0.99
3556,974599171,Mimpi Dreams,171659264,2,Games,5,0.99
3558,974682335,Demon Hunter: Chronicles from Beyond (Full),590045184,1,Games,5,4.99
3560,974769286,Exify - Tools for Photos,8335360,1,Photo & Video,5,1.99
3565,975683986,Door Kickers,1017208832,1,Games,5,4.99
3568,975985952,Return to Grisly Manor,176520192,1,Games,5,0.99
3570,976063866,Weaphones Antiques: Firearms Simulator,39276544,1,Games,5,1.99
3573,976150380,Draw a Stickman: EPIC 2,265324544,1,Games,5,1.99
3575,976257847,Confusions de lettres,5000192,1,Education,5,2.99
3577,976429128,CloudPets Gold,293900288,3,Entertainment,5,4.99
3579,976690555,Patterning : Drum Machine,134340608,1,Music,5,9.99
3583,977091580,edjing Pro DJ Music Mixer: turntable to remix MP3,113533952,1,Music,5,8.99
3590,977549081,真モグモグ風林火山2,2864631808,1,Games,1,12.99
3591,977646169,Goat Simulator MMO Simulator,530618368,1,Games,5,4.99
3592,977865620,A Noble Circle,79404032,7,Games,3,0.99
3595,977949232,DayGram - One line a day Diary (Note/Journal),38819840,2,Lifestyle,0,0.99
3598,978148241,Blitz Breaker,50969600,1,Games,5,2.99
3599,978176131,Sofia the First: The Secret Library,610469888,1,Entertainment,5,3.99
3600,978201325,Thumbly Keyboard,60309504,1,Utilities,0,1.99
3601,978236345,WeicoPro 4,80967680,4,Social Networking,0,0.99
3603,978352903,Sorcery! 3,332834816,1,Games,5,4.99
3604,978524071,Grim Fandango Remastered,3521220608,1,Games,5,4.99
3605,978563657,Composer's Sketchpad,175493120,1,Music,5,3.99
3607,978697315,Scanner For Me - PDF Scan with OCR for Documents,172691456,1,Business,5,4.99
3612,979092836,World Conqueror 3,69404672,1,Games,5,0.99
3617,979469730,GROW：JOURNEY TO THE LIGHT,70346752,1,Games,5,0.99
3618,979533450,GENIUS Movie Idioms1000,117142528,2,Education,5,9.99
3619,979540312,Northern Lights Photo Taker,9326592,1,Photo & Video,2,0.99
3621,979599928,R.B.I. Baseball 15,2318708736,1,Games,5,4.99
3625,980132410,To-Fu Fury,651927552,1,Games,5,0.99
3628,980274086,Lost Within,1196982272,1,Games,4,3.99
3629,980286865,Til Morning's Light,1431842816,1,Games,5,3.99
3630,980307863,Tales From Deep Space,896630784,1,Games,4,3.99
3631,980368562,Fit Men Cook - Healthy Recipes,159452160,4,Food & Drink,5,3.99
3633,980540474,OPERATION DRACULA,302269440,1,Games,5,2.99
3636,981031050,霸王卧龙传,75983872,1,Games,3,0.99
3637,981035758,Neon Chrome,206268416,1,Games,5,9.99
3638,981093617,WorkMeOut - Jaber Al-Rasheed,74928128,3,Health & Fitness,5,2.99
3639,981305941,LEGO® Batman: Beyond Gotham,1264988160,1,Games,5,4.99
3641,981437721,BabyMaker: Funny Baby Face out of Parents' Pictures - Make a Photo Collage!,65159168,1,Photo & Video,5,0.99
3642,981535263,Worms™ 4,268636160,1,Games,5,4.99
3646,981888264,NextGen Car Game Racing,105136128,1,Games,4,0.99
3649,982175678,This War of Mine,427715584,1,Games,5,14.99
3651,982235342,Take Off - The Flight Simulator,1406915584,1,Games,5,0.99
3652,982255287,Level: A Simple Puzzle Game,30552064,1,Games,5,0.99
3653,982354972,Lifeline...,29690880,1,Games,5,1.99
3656,982457990,求生无限 - 无限流生存挑战大冒险,87796736,2,Games,5,0.99
3657,982528455,Hot Trigger,242970624,1,Games,5,0.99
3658,982763237,Hyperburner,95036416,1,Games,5,2.99
3659,982805507,har•mo•ny 3,172551168,2,Games,5,2.99
3660,982819497,Sword Of Xolan,116097024,1,Games,5,0.99
3663,982936366,Uptown & Co. - Vintage Filters & insignias.,50565120,2,Photo & Video,5,1.99
3664,983099308,Cell Surgeon - A Unique 3D Match 4 Strategy Game!,252099584,1,Games,5,0.99
3665,983143183,Neo Monsters,229527552,1,Games,5,0.99
3671,983613658,M Cam - Manual controls & custom exposure camera,15116288,1,Photo & Video,0,1.99
3673,983868842,The Enchanted Cave 2,37957632,2,Games,5,2.99
3677,984594553,AdivínaT - Adivina las palabras,135886848,1,Games,5,0.99
3679,984957369,日课——给每一位好读诗的人！,59156480,2,Education,5,0.99
3680,985035649,Hollywood Game Night,173502464,1,Games,5,0.99
3681,985077390,Roll Turtle,92815360,1,Games,5,0.99
3685,985611127,大江戸ぶらり,45785088,1,Navigation,5,4.99
3690,985927350,Tamagotchi Classic - The Original Tamagotchi Game,47908864,1,Games,5,0.99
3691,985945557,Dr. Panda Space,250955776,1,Education,5,2.99
3702,987237335,Yiannimize Racing,46248960,2,Games,0,0.99
3705,987733557,Wolf Craft,157003776,1,Games,5,0.99
3706,987868589,培训题库,51246080,3,Education,5,1.99
3713,988318940,Toca Life: City,332123136,1,Education,5,2.99
3716,988383602,Death Run : Mini Game With Worldwide Multiplayer,121913344,1,Games,4,0.99
3718,988455996,Smooth Operator!,598734848,1,Games,5,0.99
3729,989105524,Forevolution,77255680,1,Games,5,3.99
3730,989148225,Sky Gamblers Air Supremacy,1654782976,1,Games,5,2.99
3731,989178902,Timepage – Calendar by Moleskine,87201792,2,Productivity,0,4.99
3732,989254177,Good Morning Alarm Clock - Sleep Cycle Tracker,59503616,1,Health & Fitness,5,3.99
3733,989330818,iMaschine 2,508655616,2,Music,5,9.99
3734,989442029,"System Status : memory, CPU, network, battery data",2515968,3,Productivity,5,1.99
3736,989733380,AirTycoon 4,247309312,1,Games,5,2.99
3739,990157917,Duck Life: Retro Pack,332144640,1,Games,1,1.99
3742,990668324,Formulas - Photo Lab Effects and Custom Frames,274699264,2,Photo & Video,5,1.99
3744,990928352,Relook,56421376,1,Photo & Video,5,3.99
3750,991357716,Lifeline 2,81724416,1,Games,5,1.99
3753,991563953,Blyss,163149824,2,Games,5,0.99
3754,991626372,Snapshot Cam - Draw on Pictures & Add Text to Photos,109117440,1,Photo & Video,5,2.99
3755,991693702,Snoopy Emoji,29364224,1,Utilities,0,1.99
3757,991764216,PAUSE - Relaxation at your fingertip,77151232,1,Health & Fitness,4,1.99
3758,991897864,Easy Music - Give kids an ear for music,247308288,1,Education,5,3.99
3760,992047786,Analog Wedding,18767872,1,Photo & Video,5,0.99
3761,992051355,Farming Simulator 16,185572352,1,Games,5,4.99
3763,992140496,Football Chairman Pro,29378560,1,Games,5,3.99
3767,992425516,Atlantic Fleet,220282880,1,Games,5,9.99
3771,992762497,记账·圈子账本(专业版)—可共享的全能记帐本软件,77918208,3,Finance,5,0.99
3774,992872278,Abby Lee Dance Secrets,51111936,1,Entertainment,0,4.99
3775,992875656,EWallpaper,10727424,1,Entertainment,0,3.99
3779,993160329,Airmail - Your Mail With You,170175488,1,Productivity,5,4.99
3782,993435362,V for Wikipedia,31600640,1,Reference,5,4.99
3792,994673739,Sago Mini Babies,105742336,1,Education,5,2.99
3793,994674676,Sago Mini Superhero,179484672,1,Education,5,2.99
3794,994822255,Infinite Tanks,1920265216,1,Games,5,4.99
3799,995022521,Signily Keyboard - Sign Language Emoji and GIFs!,89902080,3,Utilities,5,0.99
3804,996136866,Aralon: Forge and Flame,1379309568,2,Games,4,4.99
3808,996491151,Puzzle Strike,410278912,1,Games,5,3.99
3813,996948313,Eisenhorn: XENOS,3008276480,1,Games,5,5.99
3814,997002798,KING OF KARTS: Single- & Multiplayer Battles.,481390592,2,Games,5,2.99
3817,997392079,My Uncrowded,171746304,1,Games,5,0.99
3818,997446291,PAC-MAN Championship Edition DX,126681088,1,Games,5,4.99
3821,997811381,Doc McStuffins Pet Vet,609991680,1,Entertainment,5,1.99
3823,997878440,Flipped Out – The Powerpuff Girls Match 3 Puzzle / Fighting Action Game,640870400,1,Games,5,2.99
3824,998059934,Equipd Bible,135132160,3,Productivity,5,2.99
3825,998179061,Private School Days,55376896,1,Games,5,4.99
3830,998364171,Face on Face,1736704,1,Entertainment,3,0.99
3834,998834675,Clouds & Sheep 2 Premium,299395072,1,Games,5,3.99
3837,999195395,街机游戏厅 - 电玩游戏合集火爆改版,256049152,6,Games,5,0.99
3841,999535933,Donut vs Donut,85999616,1,Games,3,0.99
3842,999702563,KORG iDS-10,88055808,2,Music,5,19.99
3843,999771588,Swapperoo,24163328,1,Games,5,1.99
3848,1000593025,Special Air Wing - Flight Simulator,250717184,1,Games,5,2.99
3849,1000668798,King Tongue,422011904,1,Games,5,1.99
3852,1000835177,Recontact: Istanbul,289065984,1,Games,0,0.99
3854,1001059684,Dr. Panda's Carnival,245165056,1,Education,5,2.99
3856,1001177846,Find–the–Line,458349568,1,Games,5,2.99
3857,1001193844,Moto x3m,57729024,1,Games,5,0.99
3859,1001244846,The Everything Machine by Tinybop,226968576,1,Education,5,2.99
3860,1001247878,The Earth by Tinybop,491725824,1,Education,5,2.99
3861,1001248922,Oddworld: Munch's Oddysee,712294400,1,Games,5,2.99
3867,1001515754,Craft The World - Episodes Edition,222253056,1,Games,5,0.99
3868,1001725199,Abzorb,57837568,1,Games,4,2.99
3869,1001893116,Hit the Button Math,13328384,1,Education,4,2.99
3872,1002210090,Pixel Dungeon,48006144,1,Games,2,2.99
3876,1002345611,Little Farmers - Tractors and Harvesters for Kids,286941184,1,Education,5,1.99
3880,1002503055,"Please, Don't Touch Anything",57004032,1,Games,4,4.99
3882,1002739417,Proton Pulse for Google Cardboard,194486272,1,Games,0,2.99
3883,1003138996,Baseball Highlights 2045,135406592,1,Games,5,3.99
3888,1003716367,Ellipsis - Touch. Explore. Survive.,144324608,1,Games,5,4.99
3891,1003822659,Ultimate Wolf Simulator,138526720,1,Games,5,0.99
3893,1003996643,TexMoji,11371520,2,Utilities,0,1.99
3894,1004090290,The Cat in the Hat - Read & Learn - Dr. Seuss,48586752,4,Book,5,3.99
3901,1005017298,The 7 Second Challenge,40531968,1,Games,4,1.99
3903,1005050125,DragonBox Numbers,347035648,1,Education,5,7.99
3905,1005098334,Human Resource Machine,68730880,1,Games,5,4.99
3907,1005415016,FUT Wager,43257856,3,Sports,5,1.99
